x,y,cat,,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
611318,581584,0,,611318,581584,773955,239849,419520,778231,829133,735488,805089,96540,289176,571435,141861,328909,591725,406549,250359,849451,338044,233264,197849,575524,529409,157228,333682,401078,871544,592403,696257,894819
568546,564911,0,,568546,564911,803701,321815,441950,785934,823455,747394,854909,149938,310944,559497,147911,328024,621560,397789,295357,842293,293864,241877,134261,519275,501111,157402,377870,377550,870337,534303,629377,853726
593865,572987,0,,593865,572987,783110,289805,409814,836083,818542,740451,847097,176660,336974,563207,178264,330827,563182,367521,218942,848326,344380,183817,129997,568115,514219,167014,405117,364266,819580,545900,658034,897179
597017,575588,0,,597017,575588,800235,316652,395817,788858,809623,734937,910435,171155,337173,557853,178235,346006,593879,444161,205466,778884,316257,171544,170494,560892,558307,203307,452398,378671,912649,498734,696808,866039
578804,573582,0,,578804,573582,807421,317527,422776,808328,841762,777572,878749,188759,396903,591235,195151,317753,616054,371666,253899,862843,248779,111087,164453,544085,545957,196749,397889,398501,870214,556246,699668,863774
673750,594081,0,,673750,594081,797947,319734,363959,810632,802184,751958,871780,158486,324440,567074,122360,357480,627679,395601,244966,841126,313783,177198,128788,546091,508080,175697,424089,352640,853279,560714,669697,859388
592714,553958,0,,592714,553958,805035,317469,422943,804253,803874,675499,841292,155620,333378,557892,167330,332452,608195,447380,208494,850615,415534,110526,88703,577217,589900,217899,417494,392231,857319,543529,606506,766728
594029,586701,0,,594029,586701,801166,322298,407626,771304,830065,739162,846011,160034,300366,565761,115363,305575,616737,397973,221126,837878,296164,96874,131109,568012,509383,167302,402851,395579,878519,606677,672474,868765
668502,563937,0,,668502,563937,801493,322249,347933,797148,824140,729074,855969,193497,344437,529492,185661,404482,650120,324477,271093,861412,315670,160928,95074,570002,474516,189144,376493,366302,858057,542933,697011,856357
629533,537542,0,,629533,537542,806087,326636,457554,795861,852730,769968,860927,110775,325871,558965,177858,352255,616926,398697,216543,842952,339137,160334,232047,522748,498730,183037,460684,371809,860375,544804,708262,945359
638966,486628,0,,638966,486628,810657,329468,394274,837428,866760,753547,808069,134402,367641,556309,113068,317574,650859,460072,255185,825960,290700,196285,125548,552424,473093,188791,449571,387141,888111,525539,653181,886417
801539,318482,1,,,,801313,300606,445674,768552,811031,703822,848413,183717,344552,554676,125675,360158,642157,345545,251070,877802,307107,174760,142563,560090,471328,176297,405322,414743,892877,544283,674521,861127
801667,318542,1,,,,800390,309948,416359,786189,825414,734466,791722,162000,297212,546223,172842,351663,601369,411415,264565,859237,325279,168587,118391,553625,510901,175806,420489,448078,788776,582930,729194,856897
814045,332998,1,,,,801634,318965,419485,804779,816615,770855,852104,134678,355924,577596,169069,348929,604703,392288,228611,836717,328423,161604,132497,593125,559809,162597,377975,461076,875311,542259,663168,859429
800479,321640,1,,,,799197,314215,376176,795539,786227,765634,806567,140259,331340,524203,185253,344152,619415,397644,228517,837056,333883,276840,162713,586568,499272,168413,492551,434649,875248,462524,644843,838626
757470,224976,1,,,,795254,296488,349378,805118,817269,733788,847423,161535,292932,558293,155625,262321,571043,347389,198583,860431,308555,134011,122296,566921,514981,172608,477323,384551,835831,555864,672797,843231
844536,424646,1,,,,807696,320548,456566,743012,809453,736879,867993,162841,306346,523584,158201,315944,659191,459637,215976,836025,322101,164171,56907,586609,511289,183247,359740,379592,885828,586348,680677,868629
797105,316002,1,,,,800461,326821,484407,809641,757421,774445,828038,149181,341966,586266,171277,361020,629978,400626,254411,848090,306357,123397,48143,523870,455460,153040,429653,438596,916704,609548,614497,830844
779956,271501,1,,,,801174,320442,403329,717870,818251,731938,849404,170474,282430,560217,209553,326461,688487,383589,168036,807011,292931,125341,104489,542515,519962,175210,361814,411086,893991,544467,646671,857872
797205,313318,1,,,,809781,326904,392795,817694,788020,765562,841967,150890,326251,549298,160165,362858,598053,438963,292194,906490,284378,223470,130582,565948,532549,172894,400660,404811,866352,535933,679242,853941
801323,316240,1,,,,826585,366934,372621,772258,823618,734216,850945,161669,335201,585318,190725,336160,635242,356290,243951,865415,335003,151395,180633,570302,516128,178722,410418,409414,872247,494281,665697,929571
783666,262902,1,,,,804429,312164,461751,817277,812295,728049,888697,143969,351564,573155,169994,409806,605899,412428,260922,785987,267212,158699,241485,523039,519113,194925,392162,355397,832372,600070,749941,916922
806131,312752,1,,,,788005,292268,489182,773934,837545,696979,813868,188928,322365,530808,179463,361279,656642,407213,245740,814541,343851,193618,178005,594957,502877,192740,376145,414107,902302,514170,602365,916673
830658,368694,1,,,,801183,316191,427388,815258,797918,694723,864991,159874,405542,600089,172662,388185,619924,406713,317675,838127,296627,93375,211266,534538,520782,134308,371464,328177,877298,565604,684537,843821
802482,335269,1,,,,695514,321521,418155,819422,822224,742716,881109,152198,296763,528676,165284,425978,630067,372798,274505,864723,334980,143900,137680,555667,574369,207483,379593,380662,873636,510687,694308,904062
801910,325434,1,,,,700340,335010,437035,755506,821895,732158,811694,188374,338084,560295,160206,303063,600007,377908,230049,865536,335235,180161,144401,565666,515494,188459,448231,384406,854818,554389,731712,878998
808062,337340,1,,,,738190,371970,416444,783624,797233,713358,900360,153622,345674,579033,155690,368375,589164,386733,235084,818866,360945,167952,101722,535117,486870,146947,404157,406324,915666,506439,667713,847241
789833,304422,1,,,,721905,378957,,,800258,733812,885764,151791,325883,560492,124516,325289,630491,379017,172690,847721,257841,193878,115781,594942,484395,107291,420616,401526,905849,524809,730383,879136
803603,327255,1,,,,,,,,813319,737376,814553,164190,345123,577788,179326,321160,618676,377015,221706,875060,275288,212315,107160,530936,504243,237336,398985,413427,862062,545736,689363,817577
800865,312968,1,,,,,,,,852037,649724,895623,178393,329859,564384,165573,305517,639613,388524,236740,853169,331798,143962,139978,587153,483776,213021,400538,407020,900829,590250,728743,850843
802237,318526,1,,,,,,,,825596,639465,829790,205695,353939,570931,155508,372355,669409,415893,298800,824277,333937,51121,179931,536588,536623,213083,391530,398743,859419,546754,683941,915579
803959,315173,1,,,,,,,,871981,649086,865170,173755,409616,575024,166799,318482,681608,436537,265246,889333,328775,156501,105353,589239,544539,180391,408182,408351,855983,534803,722463,882675
800123,312312,1,,,,,,,,,,850453,155432,365058,545456,161780,324523,649968,371445,219498,851932,319829,168353,119496,543146,502002,166223,435926,408504,916082,517633,670519,870010
780927,285057,1,,,,,,,,,,864211,216526,404782,557913,168805,351913,629000,417990,247484,846372,293201,192871,142575,517378,500801,185558,411090,435389,874877,535143,683252,858182
797242,324588,1,,,,,,,,,,848770,111076,368724,598412,206519,355629,658884,390135,288675,919879,327608,177638,76661,531044,525670,184762,398311,383357,885963,528959,669288,860515
801551,320544,1,,,,,,,,,,791199,164843,344096,575522,163091,350167,605407,427914,229280,813483,332562,174699,137699,556769,481841,209337,409291,431539,853439,518568,675357,870850
809182,319115,1,,,,,,,,,,834165,140684,260096,530550,176144,353300,629891,414975,282622,879222,348815,150017,154964,554923,494317,170837,399460,399410,855177,626376,673449,860643
801931,317202,1,,,,,,,,,,843905,219401,257984,555707,179483,359645,621778,364695,307300,836132,312227,159417,142516,559062,521153,242968,400473,408327,814249,488483,687325,883004
820327,352701,1,,,,,,,,,,857328,143692,259173,548593,213951,352868,610722,418243,238260,882489,324337,162686,98525,579761,473933,191767,399693,395271,857283,548467,603472,894573
801093,317509,1,,,,,,,,,,838146,159541,262846,559590,164046,346109,601599,388540,219049,825171,323329,93955,163925,576666,524502,248106,431437,436764,865489,548920,669713,851017
798523,324500,1,,,,,,,,,,,,,,169569,346955,615649,429323,219321,848396,291973,127483,153326,558408,487952,168607,312123,419763,913686,576892,693362,837786
805237,318655,1,,,,,,,,,,,,,,225356,318394,627206,402647,240028,849354,258779,106777,102898,592834,460133,173081,411053,432808,880275,564545,605535,925341
803375,311620,1,,,,,,,,,,,,,,214966,358837,643965,366316,212009,864463,325360,134919,138349,554238,453261,148432,401616,404245,861381,546835,687078,791051
801441,323812,1,,,,,,,,,,,,,,159253,343477,614877,402442,246857,852483,267264,153034,193502,557364,491792,214464,364455,436191,880958,588608,672387,800443
797313,317527,1,,,,,,,,,,,,,,219779,330969,606486,420054,245118,811283,312421,170617,202175,495076,497815,165151,407833,402474,868979,528502,683048,937776
788220,301915,1,,,,,,,,,,,,,,169876,340860,668482,358452,247855,794626,293350,175997,154162,536416,515348,184750,367864,442851,872237,555834,713579,879202
790395,300024,1,,,,,,,,,,,,,,276794,384458,628715,434772,253655,821946,275459,190178,77875,516899,598908,254032,437870,375761,861868,549168,571669,873544
817135,349925,1,,,,,,,,,,,,,,,,508805,429073,241475,850889,244344,185382,163477,561507,558478,213316,308726,371721,836951,546244,695260,824882
797787,301470,1,,,,,,,,,,,,,,,,,,210162,860529,252845,181181,131874,552586,538228,168834,418996,389541,836874,555991,702654,841548
804630,332333,1,,,,,,,,,,,,,,,,,,204922,854068,357923,192120,120357,560737,464634,173867,371498,393120,769546,554722,601619,825604
808710,330379,1,,,,,,,,,,,,,,,,,,225567,853078,382720,263255,119535,551857,518675,175686,407429,399155,855074,542557,564416,878492
802111,320817,1,,,,,,,,,,,,,,,,,,245258,799882,326040,156509,114108,540537,533566,214619,380749,403860,868128,568529,703773,870419
796375,309563,1,,,,,,,,,,,,,,,,,,257134,845851,416763,96639,136059,558213,540196,180312,399997,411205,878859,540155,674931,870112
819768,346596,1,,,,,,,,,,,,,,,,,,187314,815820,,,121786,564225,500360,213540,377215,418429,852267,498220,673140,864863
814605,354382,1,,,,,,,,,,,,,,,,,,,,,,233105,591646,517882,175467,380202,396671,874125,543036,681053,892766
800565,319364,1,,,,,,,,,,,,,,,,,,,,,,149760,577278,549642,157506,436034,385951,846646,548548,683321,873932
802089,313456,1,,,,,,,,,,,,,,,,,,,,,,139237,548782,511368,173673,395210,357805,851517,541076,701017,931252
814401,341234,1,,,,,,,,,,,,,,,,,,,,,,34795,606311,506815,173387,415136,446807,806888,492319,645677,814395
796609,319691,1,,,,,,,,,,,,,,,,,,,,,,147663,555514,500192,192292,315013,318367,831779,577161,677362,853471
776131,248465,1,,,,,,,,,,,,,,,,,,,,,,108512,525986,533775,163036,372424,413163,860259,545444,659046,930099
803464,329093,1,,,,,,,,,,,,,,,,,,,,,,,,511484,160453,340966,420480,892423,530999,665426,853940
802646,317894,1,,,,,,,,,,,,,,,,,,,,,,,,489062,200329,354767,417464,838442,506780,691827,863963
809550,327365,1,,,,,,,,,,,,,,,,,,,,,,,,537514,179689,387165,404027,853291,557685,650661,861267
795322,311178,1,,,,,,,,,,,,,,,,,,,,,,,,551867,170425,,,,,599647,858702
830450,393096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684091,842566
778414,260729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800041,318331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802814,320130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802738,312234,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823913,369439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803386,318982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812869,346251,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798904,324420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800447,331643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807446,342555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804251,329956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797594,302109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803448,314797,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765502,240340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795527,315510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794640,313497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808717,335740,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790932,305223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816852,352965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826228,376658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795299,312036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808686,332209,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809594,344872,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799275,324108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798472,322218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824822,367091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795489,287279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800483,320713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783491,288029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797162,306135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800272,316170,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806827,324616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802853,314938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800804,316615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813173,354777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801588,319814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797400,315778,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823840,368410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811391,343836,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801055,321833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804038,306622,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803780,334441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834173,386159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802784,313853,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807293,347456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817119,336333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786635,269352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824624,381716,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797415,319840,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800772,325023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806626,318966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800845,311838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769386,259892,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797272,324228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807409,325526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795836,291870,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798321,319665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805372,313397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790738,308028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800667,315995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795205,316433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809054,345541,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808452,320117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779897,279572,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782642,275308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797569,321799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801751,318110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787644,297715,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807401,314610,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800677,310656,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800394,301473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795571,310093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814158,335578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811913,325091,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806982,316680,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775604,274485,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800133,327081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806511,313841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803796,314893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802012,318315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826789,377676,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814108,344096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804354,309671,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807017,330432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803774,334756,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817410,346944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841928,398948,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816145,349032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818622,370753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786245,292352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784164,285702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805390,319676,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790774,303642,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803277,319525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833182,379714,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773023,251826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801609,320399,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778965,282290,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814317,333112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805080,323708,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801080,318049,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799724,318884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798059,316113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806176,320301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769876,257669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825716,373098,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791983,298565,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801386,313545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804871,317801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810903,332925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838276,395673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810543,341180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777978,252419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820258,351165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801997,319385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779437,281959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810253,323873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794826,309589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814280,344223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832651,373469,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794142,306704,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802041,319504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804190,320706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798983,325682,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840462,402858,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799912,323363,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804119,328544,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804358,320802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803057,331037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803031,325811,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784151,283760,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800444,311497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802004,317772,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803470,319069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811277,335577,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803332,315488,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800037,317963,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813436,360446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800694,316789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838129,404012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764997,249477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800316,311699,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806848,320541,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805462,317833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798308,312788,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802655,316263,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801456,320080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801309,318213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840886,397888,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829529,375007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830805,370801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804979,334141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804013,316083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808489,317021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770113,241615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804332,319006,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833661,389733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797834,297329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794956,309980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801232,307078,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809552,342258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794615,305632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809259,345634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811502,355939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801301,316893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803370,318247,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804702,315881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797009,293194,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813791,334609,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812965,330224,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826048,374236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800959,322309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803405,317316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802254,320673,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783116,265635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798633,317300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801482,327644,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798612,326404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799001,302014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802537,312497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799794,315080,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793892,313943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804691,332987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793855,298525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796952,318633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800655,320227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801780,318992,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805977,320805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796916,323332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820904,351763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808405,318841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765283,249459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824212,363776,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798981,311092,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797178,310439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800582,316980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803839,310353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796283,315582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801145,317601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801662,318423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801782,318281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803377,319212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803932,318781,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806192,337849,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789583,287700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801586,318947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804251,331304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799667,316830,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759789,229116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799021,326404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793684,312065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806320,315242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786234,267976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821151,366545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801903,312794,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782506,279930,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803627,319323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794991,291216,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794667,315069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799291,317500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
