x,y,cat
0.445,0.034,0
0.8,0.09,0
0.988,0.064,1
0.505,0.037,0
0.653,0.068,0
0.72,0.068,0
1.729,0.189,1
0.779,0.065,0
0.534,0.025,0
0.537,0.019,0
1.1520000000000001,0.148,1
1.091,0.128,1
0.507,0.128,0
1.059,0.116,1
0.833,0.06,0
0.544,0.157,0
0.845,0.083,0
0.6970000000000001,0.062,0
0.527,0.02,0
0.551,0.063,0
0.759,0.089,0
0.488,0.14400000000000002,0
0.719,0.161,0
0.578,0.062,0
0.885,0.057,1
0.6970000000000001,0.058,0
0.319,0.045,0
1.5230000000000001,0.195,1
0.436,0.001,0
0.51,0.021,0
1.34,0.161,1
0.676,0.054,0
0.503,0.098,0
0.627,0.05,0
1.198,0.157,1
1.352,0.14,1
0.47400000000000003,0.184,0
0.439,0.025,0
0.533,0.164,0
0.8200000000000001,0.083,0
0.372,-0.018000000000000002,0
1.09,0.154,1
0.705,0.011,0
0.783,0.163,0
1.239,0.057,1
0.798,0.08,0
1.367,0.165,1
1.4000000000000001,0.007,1
0.269,0.153,0
0.7020000000000001,0.055,0
0.40700000000000003,0.115,0
0.979,0.14200000000000002,1
0.844,0.084,0
0.804,0.058,0
1.098,0.148,1
0.8180000000000001,0.075,0
0.8150000000000001,0.106,0
1.072,0.055,1
1.085,0.126,1
1.002,0.012,1
0.494,0.004,0
0.619,0.048,0
1.221,0.1,1
0.595,0.041,0
0.447,0.14,0
1.0070000000000001,0.138,1
0.403,0.092,0
0.735,0.078,0
0.5660000000000001,0.043000000000000003,0
1.214,0.14300000000000002,1
0.299,0.054,0
0.993,0.14100000000000001,1
1.151,0.148,1
0.538,0.08,0
0.802,0.057,0
0.47900000000000004,0.026000000000000002,0
0.375,0.122,0
0.809,0.07,0
1.1300000000000001,0.133,1
0.622,0.106,0
0.8250000000000001,0.07200000000000001,0
0.464,0.016,0
0.902,0.075,1
0.502,0.107,0
0.547,0.152,0
0.836,0.146,0
0.641,0.111,0
1.481,0.109,1
0.5,0.033,0
0.468,-0.006,0
0.926,0.13,1
0.317,-0.018000000000000002,0
0.543,-0.012,0
0.641,0.04,0
0.538,0.042,0
0.993,0.095,1
0.7030000000000001,0.064,0
0.455,0.12,0
0.459,0.121,0
1.004,0.074,1
0.775,0.08,0
0.319,0.146,0
1.597,0.074,1
0.5,0.065,0
0.512,-0.006,0
0.53,0.009000000000000001,0
0.617,0.062,0
0.534,0.033,0
0.503,0.149,0
1.211,0.153,1
0.279,0.013000000000000001,0
0.867,0.064,0
0.5680000000000001,0.042,0
1.248,0.15,1
0.543,0.024,0
0.512,0.044,0
0.47200000000000003,0.052000000000000005,0
0.482,0.032,0
0.531,0.1,0
1.03,0.152,1
0.848,0.068,0
0.675,0.065,0
0.505,0.047,0
0.486,0.018000000000000002,0
1.076,0.154,1
0.52,0.165,0
0.987,0.10200000000000001,1
0.804,0.08,0
0.89,0.153,1
0.889,0.154,1
1.035,0.107,1
0.9470000000000001,0.117,1
0.331,-0.011,0
0.436,-0.01,0
0.981,0.07200000000000001,1
0.008,0.08,0
0.008,0.08,0
0.012,-0.003,0
0.744,0.073,0
1.016,0.15,1
1.078,0.047,1
0.548,0.165,0
0.9430000000000001,0.048,1
0.454,0.127,0
1.344,0.162,1
0.47100000000000003,0.063,0
0.36,-0.011,0
0.55,0.093,0
0.552,0.011,0
0.494,0.093,0
0.608,0.101,0
0.612,0.10200000000000001,0
0.707,0.075,0
0.483,0.1,0
0.534,0.041,0
0.776,0.10400000000000001,0
0.596,0.058,0
0.931,0.127,1
0.528,-0.003,0
0.9460000000000001,0.10400000000000001,1
1.429,0.163,1
1.066,0.052000000000000005,1
1.319,0.116,1
0.47100000000000003,-0.005,0
1.154,0.084,1
0.545,0.051000000000000004,0
0.677,0.18,0
0.506,0.067,0
0.533,0.09,0
1.552,0.183,1
0.795,0.109,0
0.499,0.14200000000000002,0
0.499,0.053,0
0.41400000000000003,0.096,0
0.508,0.096,0
0.336,-0.017,0
0.164,-0.022,0
0.868,0.07200000000000001,0
0.165,-0.013000000000000001,0
0.507,0.14,0
1.556,0,1
1.304,0.091,1
0.769,0.046,0
1.191,0.148,1
0.683,0.036000000000000004,0
1.248,0.164,1
1.325,0.095,1
1.28,0.16,1
0.05,0,0
0.674,0.059000000000000004,0
0.753,0.064,0
1.215,0.148,1
0.764,0.112,0
0.648,0.057,0
0.28400000000000003,0.082,0
0.47100000000000003,0.157,0
1.202,0.153,1
0.514,0.1,0
0.42,-0.014,0
1.219,0.16,1
0.08,0,0
0.6910000000000001,0.056,0
0.438,0.20700000000000002,0
0.6970000000000001,0.076,0
0.797,0.147,0
0.837,0.068,0
1.207,0.146,1
1.1500000000000001,0.162,1
0.555,0,0
0.223,-0.022,0
0.629,0.021,0
0.882,0.091,1
0.615,0.001,0
0.387,0.114,0
0.258,0.021,0
1.145,0.156,1
0.536,0.005,0
1.181,0.159,1
0.354,-0.018000000000000002,0
0.47800000000000004,-0.025,0
0.773,0.083,0
0.459,-0.019,0
0.277,-0.024,0
0.88,0.092,1
1.643,0.038,1
0.526,0.024,0
0.88,0.14,1
0.767,0.066,0
0.554,0.022,0
0.40900000000000003,0.095,0
0.3,-0.019,0
0.534,0.10400000000000001,0
1.421,0.148,1
0.376,0.082,0
0.623,0.084,0
0.96,0.147,1
0.381,-0.024,0
0.531,0.046,0
0.48,0.013000000000000001,0
1.485,0.188,1
0.744,0.06,0
0.933,0.113,1
0.733,0.078,0
0.486,-0.013000000000000001,0
0.203,-0.021,0
0.519,0.113,0
0.264,-0.012,0
0.902,0.14,1
1.16,0.165,1
1.647,0.169,1
1.085,0.10200000000000001,1
1.5130000000000001,0.156,1
0.785,0.065,0
0.491,0.117,0
1.528,0.186,1
0.737,0.079,0
0.855,0.091,0
0.602,0.04,0
0.547,0.003,0
0.13,0,0
0.736,0.083,0
1.2790000000000001,0.155,1
1.184,0.056,1
0.36,0.047,0
0.85,0.08700000000000001,0
0.721,0.054,0
0.595,0.078,0
0.5720000000000001,0.004,0
1.454,0.178,1
0.62,0.095,0
0.452,0.094,0
0.355,0.01,0
1.414,0.146,1
0.527,0.023,0
0.486,0.101,0
0.20600000000000002,-0.017,0
1.1,0.14200000000000002,1
0.597,0.064,0
0.886,0.058,1
0.531,0.10400000000000001,0
1.073,0.148,1
0.397,0.113,0
1.595,0.168,1
0.435,0.021,0
0.974,0.138,1
0.385,0.017,0
0.5650000000000001,0.06,0
0.81,0.076,0
0.52,0.002,0
1.453,0.05,1
0.458,-0.002,0
0.381,0.099,0
1.081,0.148,1
0.47800000000000004,0.138,0
0.312,0.116,0
0.87,0.069,1
0.451,0.11,0
0.97,0.132,1
1.592,-0.012,1
0.441,0.059000000000000004,0
0.59,0.014,0
0.517,0.099,0
1.049,0.153,1
0.883,0.10200000000000001,1
1.145,0.048,1
0.487,-0.015,0
0.05,0.185,0
1.071,0.117,1
0.511,-0.014,0
1.29,0.156,1
1.445,0.105,1
1.474,0.122,1
0.66,0.065,0
1.411,0.06,1
0.372,0.1,0
0.8210000000000001,0.064,0
0.652,0.09,0
0.371,0.033,0
0.19,0.003,0
1.171,0.16,1
0.426,0.17200000000000001,0
0.529,0.031,0
0.262,-0.008,0
0.465,0.105,0
0.522,0.001,0
0.503,0.019,0
1.445,0.191,1
1.133,0.168,1
1.006,0.124,1
0.453,0.122,0
1.067,0.126,1
0.61,0.097,0
0.396,0.114,0
0.624,0.042,0
0.86,0.063,0
0.8280000000000001,0.114,0
0.41200000000000003,0.016,0
0.849,0.056,0
1.454,0.065,1
0.975,0.125,1
0.932,0.062,1
1.367,0.165,1
1.104,0.126,1
0.41600000000000004,0.082,0
0.463,0.028,0
0.871,0.064,1
0.612,0.06,0
0.536,0.025,0
0.9420000000000001,0.088,1
1.354,0.083,1
0.493,0.024,0
0.5650000000000001,-0.019,0
0.676,0.081,0
0.536,0.109,0
1.085,0.099,1
0.467,0.005,0
0.635,0.052000000000000005,0
0.593,0.049,0
0.599,0.046,0
0.809,0.049,0
0.658,0.07200000000000001,0
0.719,0.073,0
1.215,0.145,1
0.547,0.008,0
0.532,0.134,0
1.334,0.15,1
0.968,0.122,1
0.682,-0.018000000000000002,0
0.743,0.077,0
1.155,0.146,1
1.226,0.14100000000000001,1
0.55,-0.001,0
0.55,0,0
0.846,0.085,0
1.048,0.14,1
1.2770000000000001,0.139,1
0.505,0.125,0
-0.01,0,0
0.639,0.224,0
0.8140000000000001,0.15,0
0.687,0.063,0
0.645,0.067,0
0.48,0.003,0
1.465,0.159,1
0.929,0.095,1
0.909,0.091,1
0.738,0.096,0
0.498,0.183,0
0.328,0.16,0
0.435,0.10200000000000001,0
0.52,0.044,0
0.922,0.078,1
1.32,0.153,1
1.339,-0.017,1
0.91,0.08,1
0.398,0.132,0
0.937,0.107,1
0.5650000000000001,0.05,0
1.135,0.146,1
0.448,0.001,0
0.504,0.042,0
0.501,0.162,0
1.504,0.155,1
0.539,0.01,0
0.88,0.07200000000000001,1
0.5710000000000001,0.061,0
0.683,0.046,0
0.607,0.056,0
0.437,0.1,0
0.514,0.13,0
0.509,0.07200000000000001,0
0.864,0.093,0
0.536,0.043000000000000003,0
0.727,0.024,0
0.994,0.11800000000000001,1
1.569,0.166,1
1.306,0.17,1
0.643,0.059000000000000004,0
0.49,0.16,0
1.637,0.055,1
1.016,0.425,1
0.302,-0.019,0
0.28800000000000003,0.164,0
0.491,0.197,0
0.851,0.09,0
1.459,0.178,1
0.66,0.066,0
1.076,0.14400000000000002,1
0.837,0.074,0
1.3,0.099,1
0.5640000000000001,0.024,0
0.521,0.153,0
0.198,-0.023,0
0.444,0.018000000000000002,0
0.385,0.088,0
1.306,0.176,1
0.522,0.124,0
0.598,0.122,0
0.587,0.056,0
0.676,0.094,0
0.9490000000000001,0.055,1
0.788,0.07,0
0.667,0.068,0
-0.07200000000000001,0.015,0
0.712,0.062,0
0.588,0.094,0
0.555,0.068,0
0.52,0.11800000000000001,0
0.59,0.14400000000000002,0
0.658,0.051000000000000004,0
0.863,0.092,0
0.41500000000000004,-0.013000000000000001,0
0.607,0.053,0
0.46,-0.01,0
1.114,0.169,1
0.448,-0.017,0
0.779,0.065,0
0.5730000000000001,0.147,0
0.932,0.101,1
0.659,0.033,0
0.624,0.038,0
0.62,0.116,0
1.075,0.135,1
0.523,0.015,0
0.772,0.079,0
0.538,0.097,0
1.0070000000000001,0.085,1
1.0190000000000001,0.045,1
0.515,0.127,0
0.527,0.041,0
0.45,0,0
0.522,0.109,0
1.141,0.137,1
0.594,0.089,0
0.524,0.1,0
1.059,0.148,1
0.545,0.05,0
0.654,0.07100000000000001,0
0.529,0.261,0
0.6890000000000001,0.065,0
0.714,0.057,0
0.542,0.14400000000000002,0
1.422,0.165,1
0.454,-0.005,0
1.018,0.12,1
1.479,0.158,1
1.018,0.12,1
0.963,0.15,1
0.193,0,0
1.543,0.153,1
1.345,0.146,1
0.47900000000000004,0.123,0
0.395,0.106,0
1.162,0.15,1
0.8270000000000001,0.079,0
1.095,0.148,1
0.766,0.069,0
0.443,0.115,0
0.527,0.11800000000000001,0
1.114,0.075,1
0.991,0.079,1
0.962,0.146,1
0.812,0.10400000000000001,0
0.502,0.148,0
0.5710000000000001,0.114,0
0.493,0.08700000000000001,0
1.244,0.159,1
0.519,0.153,0
0.684,0.159,0
0.298,0.14,0
1.032,0.043000000000000003,1
0.449,0.116,0
1.053,0.04,1
0.525,0.056,0
0.877,0.096,1
0.336,0.043000000000000003,0
0.628,0.047,0
0.514,-0.017,0
-0.146,0,0
1.205,-0.009000000000000001,1
0.645,0.054,0
0.852,0.069,0
0.858,0.124,0
0.532,0.007,0
0.615,0.007,0
0.592,0.048,0
1.037,0.111,1
0.47700000000000004,0.14,0
1.334,0.135,1
1.568,0.032,1
1.377,0.166,1
0.98,0.077,1
0.447,0.111,0
0.512,-0.013000000000000001,0
0.793,0.06,0
1.6640000000000001,0.052000000000000005,1
0.9,0.123,1
0.533,0.065,0
0.54,0.134,0
1.106,0.154,1
0.455,0.136,0
0.527,-0.002,0
0.577,0.039,0
0.36,0.01,0
0.974,0.09,1
0.514,0.045,0
0.327,0.021,0
0.659,0.106,0
0.44,0.092,0
1.247,0.16,1
0.987,0.157,1
0.435,0.085,0
1.369,0.171,1
1.092,0.125,1
0.465,0.03,0
0.5730000000000001,0.057,0
1.055,0.124,1
0.545,0.018000000000000002,0
0.912,0.112,1
0.40700000000000003,0.14300000000000002,0
0.604,0.07100000000000001,0
0.387,0.17300000000000001,0
1.493,0.132,1
0.49,0.003,0
0.972,0.136,1
0.712,0.056,0
0.468,0.037,0
0.742,0.069,0
0.437,-0.007,0
1.622,0.009000000000000001,1
0.61,0.046,0
0.8170000000000001,0.078,0
0.07,0,0
1.026,0.079,1
0.546,0.036000000000000004,0
0.905,0.057,1
1.483,0.193,1
0.507,0.163,0
0.623,0.046,0
0.915,0.116,1
1.196,0.153,1
0.8,0.099,0
0.743,0.059000000000000004,0
1.667,0.096,1
1.084,0.167,1
1.016,0.10200000000000001,1
0.6940000000000001,0.046,0
1.33,0.184,1
0.765,0.053,0
0.518,0.094,0
1.5270000000000001,0.088,1
0.671,0.09,0
0.593,0.06,0
1.197,0.107,1
0.34700000000000003,0.17300000000000001,0
1.049,0.127,1
0.838,0.108,0
0.513,0.139,0
0.746,0.014,0
0.681,0.08,0
0.8220000000000001,0.074,0
1.022,0.132,1
0.555,0.091,0
1.1300000000000001,0.154,1
0.517,0.14,0
0.866,0.117,1
0.52,0.02,0
0.554,0.064,0
0.493,0.013000000000000001,0
0.984,0.129,1
0.544,0.10300000000000001,0
1.147,0.17200000000000001,1
0.709,0.07,0
1.054,0.117,1
0.886,0.096,1
1.457,0.169,1
1.071,0.108,1
1.221,0.14300000000000002,1
0.643,0.089,0
0.9550000000000001,0.05,1
0.49,0.145,0
0.441,0.126,0
0.492,0.10300000000000001,0
0.547,0.167,0
0.994,0.135,1
0.545,0.029,0
0.643,0.049,0
0.41500000000000004,-0.001,0
0.52,0.107,0
1.493,0.17,1
0.5,0.166,0
0.841,0.085,0
0.514,0.124,0
0.558,0.058,0
1.074,0.07200000000000001,1
0.753,0.07100000000000001,0
0.531,0.006,0
1.6640000000000001,0.052000000000000005,1
0.378,0.10400000000000001,0
0.5710000000000001,0.163,0
0.449,0.032,0
1.448,0.17500000000000002,1
1.083,0.154,1
1.238,0.049,1
0.496,0.166,0
0.489,-0.002,0
1.547,0.17300000000000001,1
0.51,0.156,0
1.28,0.156,1
0.505,0.008,0
0.896,0.062,1
0.774,0.062,0
1.28,0.156,1
0.546,0.008,0
1.008,0.114,1
0.91,0.125,1
0.358,0.011,0
0.47900000000000004,0.171,0
0.68,0.049,0
0.464,0.16,0
0.909,0.066,1
0.765,0.061,0
1.21,0.14400000000000002,1
0.917,0.14,1
0.27,0.162,0
0.353,0.034,0
0.668,0.099,0
0.715,0.099,0
0.528,0.096,0
0.5700000000000001,0.035,0
0.525,0.001,0
0.513,0.108,0
1.192,0.128,1
1.053,0.159,1
1.084,0.14100000000000001,1
0.51,0.152,0
0.715,0.051000000000000004,0
1.334,0.15,1
1.0030000000000001,0.107,1
0.398,0.079,0
0.519,0.123,0
0.872,0.076,1
0.503,0.09,0
1.5070000000000001,0.137,1
0.916,0.082,1
0.605,0.042,0
0.464,-0.002,0
0.53,0.01,0
0.538,0.153,0
0.5640000000000001,0.111,0
0.578,0.042,0
0.654,0.046,0
1.103,0.117,1
1.12,0.149,1
0.737,0.092,0
0.29,-0.009000000000000001,0
1.079,0.159,1
0.522,0.039,0
0.982,0.156,1
1.018,0.092,1
0.536,0.045,0
0.774,0.094,0
0.418,0.032,0
0.432,0.14300000000000002,0
0.525,0.022,0
0.505,0.011,0
0.7030000000000001,0.048,0
1.356,0.171,1
0.501,0.111,0
1.1480000000000001,0.14200000000000002,1
0.51,0.106,0
0.454,0.128,0
0.851,0.051000000000000004,0
0.605,0.047,0
0.674,0.07,0
1.048,0.148,1
1.049,0.155,1
0.898,0.11,1
0.582,0.11800000000000001,0
0.325,0.151,0
1.081,0.107,1
1.102,0.138,1
0.465,0.093,0
0.525,0.022,0
1.109,0.077,1
1.6460000000000001,0.16,1
0.525,0.005,0
0.158,0.003,0
0.198,0.003,0
1.308,0.147,1
1.193,0.147,1
0.887,0.07,1
0.406,0.154,0
0.445,0.051000000000000004,0
1.109,0.065,1
0.583,0.044,0
1.416,0.011,1
1.367,0.11,1
0.716,0.057,0
1.047,0.061,1
0.591,0.06,0
1.018,0.088,1
1.31,0.133,1
1.385,0.148,1
1.1260000000000001,0.133,1
0.513,0.044,0
0.49,0.04,0
1.181,0.147,1
0.494,0.14,0
1.309,0.169,1
0.505,0.156,0
0.961,0.14400000000000002,1
0.556,0.101,0
0.038,0.042,0
0.973,0.11900000000000001,1
0.499,0.008,0
0.925,0.082,1
0.602,-0.004,0
0.72,0.096,0
0.494,0.156,0
1.304,0.024,1
0.8250000000000001,0.048,0
0.556,0.164,0
0.527,0,0
0.393,0.10200000000000001,0
0.866,0.064,0
0.709,0.067,0
0.531,0.154,0
0.677,0.054,0
0.357,0.093,0
0.864,0.034,0
0.114,0.1,0
1.12,0.159,1
0.768,0.06,0
0.459,0.163,0
0.656,0.073,0
0.396,0.018000000000000002,0
1.02,0.137,1
0.506,0.078,0
0.488,0.145,0
0.517,0.11,0
0.889,0.11,1
0.53,0.001,0
0.514,0.16,0
0.504,0.033,0
0.664,0.052000000000000005,0
0.361,0.17300000000000001,0
1.206,0.14100000000000001,1
0.537,0.06,0
1.1420000000000001,0.151,1
1.1500000000000001,0.14100000000000001,1
1.187,0.112,1
0.395,0.10400000000000001,0
0.793,0.054,0
0.533,0.076,0
0.754,0.065,0
1.669,0.112,1
0.739,0.076,0
0.334,0.124,0
0.47100000000000003,0.106,0
0.81,0.075,0
0.514,-0.012,0
1.475,0.182,1
0.976,0.08,1
1.326,0.168,1
0.517,0.06,0
0.5720000000000001,0.057,0
0.834,0.061,0
0.75,0.068,0
1.508,0.008,1
0.541,0.14200000000000002,0
1.006,0.122,1
0.501,0.044,0
0.506,0.043000000000000003,0
0.373,0.10400000000000001,0
1.607,0.026000000000000002,1
0.542,-0.006,0
0.778,0.095,0
0.449,-0.019,0
0.543,0.116,0
0.744,0.073,0
0.535,-0.004,0
1.204,0.163,1
0.754,0.069,0
0.936,0.084,1
0.635,0.05,0
0.799,0.063,0
1.115,0.074,1
0.42,0.07200000000000001,0
1.409,0.066,1
0.5630000000000001,0.13,0
0.806,0.10400000000000001,0
0.529,0.092,0
0.8170000000000001,0.082,0
0.769,0.081,0
0.47900000000000004,0.015,0
0.842,0.105,0
0.34700000000000003,-0.018000000000000002,0
0.7000000000000001,0.07100000000000001,0
0.649,0.062,0
1.03,0.128,1
0.493,0.121,0
0.517,0.127,0
1.0070000000000001,0.05,1
0.795,0.074,0
0.7000000000000001,0.098,0
0.461,0.008,0
1.135,0.149,1
0.85,0.056,0
0.524,0.039,0
1.793,0.168,1
0.468,0.149,0
0.966,0.132,1
0.8280000000000001,0.06,0
1.016,0.11,1
1.512,0.179,1
0.439,0.125,0
0.8200000000000001,0.062,0
0.983,0.127,1
0.494,0.112,0
0.633,0.062,0
0.929,0.079,1
0.778,0.085,0
1.556,0.006,1
1.014,0.135,1
0.753,0.066,0
0.512,0.001,0
0.657,0.058,0
0.531,0.191,0
1.025,0.122,1
0.53,0.063,0
0.553,0.134,0
1.0030000000000001,0.133,1
0.532,0.10400000000000001,0
0.681,0.06,0
0.281,0.043000000000000003,0
0.661,0.053,0
0.673,0.096,0
0.5730000000000001,0.081,0
0.681,0.069,0
0.962,0.06,1
0.554,0.049,0
0.178,-0.022,0
0.544,0.054,0
1.283,0.177,1
0.47200000000000003,0.095,0
0.536,0.089,0
0.47600000000000003,0.043000000000000003,0
0.878,0.091,1
1.177,0.15,1
0.793,0.09,0
0.75,0.075,0
0.47500000000000003,0.018000000000000002,0
1.21,0.16,1
0.9380000000000001,0.14200000000000002,1
1.434,0.157,1
0.85,0.06,0
0.499,0.107,0
0.838,0.084,0
0.8190000000000001,0.062,0
0.9390000000000001,0.082,1
0.675,0.061,0
0.635,0.106,0
1.328,0.146,1
0.444,0.117,0
0.551,0.161,0
0.67,0.028,0
1.01,0.153,1
0.713,0.156,0
0.352,0.148,0
1.029,0.11,1
0.976,0.048,1
0.883,0.114,1
0.773,0.039,0
0.769,0.058,0
1.498,0.165,1
0.745,0.08600000000000001,0
1.312,0.152,1
0.598,0.076,0
0.516,0.009000000000000001,0
0.527,0.008,0
0.514,0.047,0
0.64,0.098,0
0.975,0.171,1
0.445,0.022,0
0.985,0.126,1
0.425,0.155,0
1.567,0.209,1
0.551,0.011,0
0.891,0.088,1
0.507,0.115,0
0.483,0.145,0
0.9540000000000001,0.11800000000000001,1
0.595,0.017,0
0.717,0.07100000000000001,0
1.004,0.107,1
0.866,0.061,0
0.975,0.106,1
0.705,0.06,0
0.561,0.046,0
1.037,0.107,1
0.614,0.041,0
1.292,0.157,1
0.513,0.094,0
0.632,0.062,0
0.867,0.126,1
0.39,-0.002,0
1.582,-0.04,1
0.528,0.148,0
0.40700000000000003,0.039,0
1.087,0.14200000000000002,1
0.55,0.16,0
1.031,0.139,1
0.559,0.022,0
0.781,0.067,0
0.336,0.084,0
1.075,0.155,1
1.308,0.148,1
1.2730000000000001,0.122,1
0.529,0.001,0
0.731,0.116,0
0.435,0.116,0
1.481,0.20600000000000002,1
0.9430000000000001,0.108,1
1.573,0.029,1
0.743,0.063,0
1.192,0.092,1
0.377,0.113,0
0.509,0.025,0
1.241,0.106,1
0.547,0.018000000000000002,0
1.167,0.157,1
0.59,0.111,0
0.624,0.036000000000000004,0
0.533,0.125,0
0.542,-0.006,0
0.9500000000000001,0.077,1
0.636,0.10200000000000001,0
1.034,0.111,1
0.926,0.14100000000000001,1
0.615,0.10200000000000001,0
0.878,0.092,1
0.619,0.027,0
0.638,0.079,0
1.08,0.121,1
1.2730000000000001,0.162,1
0.717,0.076,0
0.5640000000000001,0.062,0
0.599,0.052000000000000005,0
0.46,0.117,0
0.501,0.133,0
1.468,0.168,1
0.87,0.033,0
0.78,0.022,0
0.756,0.062,0
0.41600000000000004,0,0
0.81,0.021,0
0.677,0.065,0
0.486,0.1,0
0.804,0.068,0
1.5050000000000001,0.193,1
0.98,0.066,1
0.444,0.121,0
0.527,-0.004,0
0.896,0.074,1
0.773,0.022,0
0.666,0.025,0
0.932,0.108,1
0.966,0.112,1
0.537,0.099,0
0.41400000000000003,0.011,0
0.764,0.083,0
0.724,0.06,0
0.505,0.073,0
1.768,0.202,1
0.987,0.14,1
0.498,0.14200000000000002,0
0.633,0.157,0
0.547,0.10200000000000001,0
0.489,0.09,0
0.967,0.044,1
0.397,0.094,0
1.411,0.163,1
1.198,0.152,1
1.364,0.16,1
0.488,0.106,0
0.962,0.14,1
0.97,0.14100000000000001,1
0.384,0.07100000000000001,0
0.466,0.002,0
1.19,0.025,1
0.858,0.094,0
0.812,0.09,0
0.52,0.001,0
0.462,0.084,0
0.394,0.108,0
0.874,0.097,1
0.613,0.094,0
0.656,0.093,0
0.402,0.101,0
0.40700000000000003,0.08700000000000001,0
0.721,0.074,0
0.656,0.055,0
0.338,0.068,0
0.432,0.09,0
0.196,0.004,0
0.202,0.004,0
0.529,0.004,0
0.391,0,0
0.928,0.134,1
1.042,0.128,1
0.436,-0.004,0
0.636,0.058,0
1.471,0.17,1
1.1320000000000001,0.074,1
0.515,0.098,0
0.977,0.136,1
0.917,0.074,1
1.0170000000000001,0.063,1
0.521,0.08700000000000001,0
0.548,0.006,0
0.805,0.139,0
0.87,0.139,1
1.154,0.148,1
0.401,0.127,0
0.493,0.005,0
0.623,0.162,0
0.595,0.08700000000000001,0
0.657,0.064,0
0.931,0.113,1
0.866,0.07,0
0.913,0.076,1
0.96,0.046,1
0.842,0.112,0
0.672,0.067,0
0.672,0.067,0
1.252,0.161,1
0.535,0.042,0
1.006,0.112,1
0.6,0.067,0
1.432,0.17,1
0.664,0.336,0
0.999,0.138,1
0.311,0.1,0
0.865,0.1,0
0.545,0.012,0
0.844,0.065,0
0.489,0.011,0
1.06,0.153,1
0.314,0.019,0
0.685,0.062,0
1.481,0.166,1
1.4060000000000001,0.184,1
0.8,0.076,0
0.926,0.111,1
0.425,0.014,0
1.518,0.001,1
0.47600000000000003,0.153,0
1.332,0.17200000000000001,1
1.038,0.128,1
1.412,0.17,1
0.586,0.053,0
0.967,0.048,1
1.067,0.041,1
0.397,0.044,0
0.936,0.08,1
1.234,0.145,1
0.518,0.025,0
0.871,0.13,1
1.192,0.154,1
0.754,0.115,0
1.233,0.146,1
0.445,0.065,0
0.36,0,0
0.545,-0.004,0
0.516,0.042,0
0.728,0.051000000000000004,0
1.059,0.125,1
0.514,0.151,0
1.477,0.165,1
1.0170000000000001,0.126,1
0.456,0.10400000000000001,0
0.497,0.122,0
0.375,0.12,0
0.4,0.014,0
0.744,0.058,0
0.48,0.049,0
0.484,0.049,0
0.9510000000000001,0.14200000000000002,1
0.524,-0.011,0
1.746,0.179,1
0.598,0.066,0
0.8240000000000001,0.067,0
0.731,0.066,0
1.07,0.114,1
1.453,0.182,1
1.026,0.124,1
0.993,0.14100000000000001,1
0.458,0.159,0
0.732,0.061,0
0.715,0.061,0
0.677,0.057,0
0.221,0.166,0
1.094,0.14400000000000002,1
0.448,0.061,0
0.596,0.018000000000000002,0
1.052,0.11,1
1.229,0.156,1
1.012,0.138,1
1.067,0.138,1
0.513,0.058,0
0.651,0.073,0
0.978,0.078,1
0.761,0.139,0
1.047,0.108,1
0.9,0.068,1
1.385,0.034,1
0.483,0.019,0
0.388,-0.006,0
0.804,0.10200000000000001,0
0.803,0.057,0
1.537,0.021,1
1.5110000000000001,0.185,1
0.525,-0.014,0
0.705,0.029,0
0.527,0.099,0
0.671,0.041,0
0.524,0.117,0
0.494,0.111,0
0.462,0.045,0
0.774,0.074,0
0.721,0.098,0
0.786,0.1,0
0.168,0,0
0.382,0.006,0
0.512,0.167,0
0.533,0.117,0
1.45,0.17,1
0.664,0.047,0
0.434,0.163,0
0.613,0.042,0
0.93,0.123,1
0.8160000000000001,0.08700000000000001,0
1.56,0.186,1
0.225,0.018000000000000002,0
0.313,0.155,0
0.47900000000000004,0.093,0
0.9540000000000001,0.11800000000000001,1
0.48,0.093,0
1.333,0.16,1
0.909,0.116,1
0.539,0.042,0
0.613,0.042,0
0.764,0.099,0
0.903,0.11900000000000001,1
0.47200000000000003,0.163,0
1.55,0.017,1
0.886,0.08,1
0.481,0.094,0
0.46900000000000003,0.092,0
0.25,-0.018000000000000002,0
0.9520000000000001,0.145,1
1.343,0.161,1
0.629,0.097,0
1.01,0.096,1
1.266,0.12,1
0.626,0.157,0
0.198,0.14400000000000002,0
0.46900000000000003,0.114,0
0.538,0.064,0
0.58,0.065,0
0.429,0.148,0
0.541,0.06,0
0.367,0.033,0
1.114,0.04,1
1.052,0.14300000000000002,1
1.21,0.153,1
0.46,0.046,0
1.476,0.012,1
0.72,0.1,0
0.706,0.062,0
0.812,0.049,0
0.986,0.117,1
1.103,0.132,1
0.451,0.14400000000000002,0
1.171,0.159,1
0.456,0.077,0
1.0190000000000001,0.15,1
1.218,0.146,1
0.431,0.154,0
0.547,0.108,0
0.317,0.046,0
1.006,0.154,1
1.081,0.153,1
0.497,0.105,0
0.36,0.036000000000000004,0
0.41200000000000003,0.036000000000000004,0
0.457,0.01,0
0.7010000000000001,0.077,0
0.865,0.065,0
0.853,0.088,0
1.01,0.048,1
0.782,0.092,0
1.591,0.023,1
0.45,0.001,0
0.313,0.155,0
0.535,0.09,0
0.501,0.10200000000000001,0
0.541,0.077,0
0.636,0.001,0
1.092,0.158,1
0.9440000000000001,0.126,1
